LibroId,Titulo,Autor,Editorial,AñoEdicion,Tipo,Remitente,NivelEducativo,CondicionLibro,AñoRecepcion,Cantidad
255,Hombres célebres de Huánuco,Jorge Espinoza Egoávil,EMPRESA PERIDISTICA PERU,2005,2,Donación,Secundaria,B,2008,1
256,Historia del Perú,Teodoro Hampe Martínez,LEXUS,2000,2,Donación,Secundaria,B,2015,12
257,Fiestas y costumbres Peruana,Jaime Ysmael Quelopana Mondoñedo,E. SAN MARCOS,2008,2,Donación,Secundaria,B,2015,12
258,Enciclopedia del Perú,Carlos Gispert,E OCEANO,2000,2,Donación,Secundaria,B,2005,1
259,Historia de la Iberoamérica I,Juan Acevedo,E. SM,1995,2,Donación,Secundaria,B,2015,12
260,Historia de la Iberoamérica II,Juan Acevedo,E. SM,2001,2,Donación,Secundaria,B,2015,12
261,Historia de la Iberoamérica III,Juan Acevedo,E. SM,2002,2,Donación,Secundaria,B,2015,12
262,Historia de la Iberoamérica IV,Juan Acevedo,E. SM,2004,2,Donación,Secundaria,B,2015,12
263,Historia del Perú contemporáneo,Carlos Contreras Carranza,E. ET LUX IN TENEBRIS LUCET,2013,2,Donación,Secundaria,B,2015,11
264,Historia del Mundo contemporáneo,Antonio Fernández García,E. VICENS VIVES,2013,2,Donación,Secundaria,B,2015,12
265,Historia de la República del Perú (1-18),Jorge Basadre,EL COMERCIO,2006,2,Donación,Secundaria,B,2015,54
266,Enciclopedia Ilustrada del Perú,Alberto Tauro del Pino,E. PEISA,1993,2,Donación,Secundaria,B,2015,3
267,Compendio Histórico del Perú,Julio Villanueva Sotomayor,E. BRUÑO,2005,2,Donación,Secundaria,B,2005,2
268,Enciclopedia Histórico del Perú(1-4),Makowski Hanula,E. ORBIS VENTURES,2005,2,Donación,Secundaria,B,2005,4
269,Perú 10000 años de pintura,Marisa Mujica,E. CRISOL,2013,2,Donación,Secundaria,B,,3
270,Las lenguas del Perú,Luis Andrade Ciudad - Jorge Iván Pérez Silva,PUCP,2009,2,Donación,Secundaria,B,2015,12
271,Historia-Perú y el Mundo 1°,Pablo Macera,E. BRUÑO,1992,2,Donación,Secundaria,B,1994,2
272,Historia del Perú 1°,Antonio Guevara Espinoza,E. BRUÑO,1984,2,Donación,Secundaria,B,1999,2
273,Historia del Perú 1º,Juan Castillo Morales,E. UNIVERSO,1981,2,Donación,Secundaria,B,1995,1
274,Historia del Perú 1º,Plácido Días S. - Manuel Narrea N.,E. ESCUELA NUEVA,,2,Donación,Secundaria,B,1997,1
275,Historia del Perú 1º,Elías Toledo Espinoza,E. ESCUELA NUEVA,,2,Donación,Secundaria,C,1998,1
276,Historia del Perú 2º,Plácido Díaz S.-Manuel Narrea D.,E. ESCUELA NUEVA,1996,2,Donación,Secundaria,C,1999,1
277,Historia del Perú 2º,Pablo Macera,E. BRUÑO,1985,2,Donación,Secundaria,B,1997,1
278,Historia de los incas 2°,Pablo Macera,E. BRUÑO,1996,2,Donación,Secundaria,B,1999,1
279,Historia del Perú  2º,Antonio Guevara Espinoza,E. BRUÑO,1987,2,Donación,Secundaria,B,1995,2
280,Historia del Perú 2º,Juan Castillo Morales,E. BRUÑO,,2,Donación,Secundaria,C,1999,1
281,Historia del Perú 3º,Elías Toledo Espinoza,E. ESCUELA NUEVA,1986,2,Donación,Secundaria,B,1998,3
282,Historia del Perú 3º,Plácido Díaz S-Manuel Narrea N,E. ESCUELA NUEVA,1996,2,Donación,Secundaria,B,1999,2
283,Historia del Perú 3°,Antonio Guevara Espinoza,E. BRUÑO,1992,2,Donación,Secundaria,B,1999,2
284,Historia del Perú 3º,Juan Castillo Morales,E. BRUÑO,1996,2,Donación,Secundaria,B,1999,1
285,Historia del Perú 3º,Antonio Guevara Espinoza,E. LABRUSA,,2,Donación,Secundaria,C,1999,1
286,Estudio Histórico sobre el protocolo de Rio de Janeiro,Gustavo Pons Muzzo,E. BRUÑO,1994,2,Donación,Secundaria,B,1999,1
287,Historia y Geografía del Perú y del mundo 1°,Antonio Guevara Espinoza,E. GUEVARA ESPINOZA,1996,2,Donación,Secundaria,B,1999,1
288,Historia y Geografía del Perú y del mundo,Antonio Guevara Espinoza,GUEVARA ESPINOZA,1998,22,Donación,Secundaria,C,2008,1
289,Historia del Perú en el siglo XX,Héctor López Martínez,EL COMERCIO,2005,2,Donación,Secundaria,A,2005,2
290,Biografías: Los personajes peruanos y sus obras,Julio Villanueva Sotomayor,E. BRUÑO,2005,2,Donación,Secundaria,B,2005,2
291,Historia del Perú 4º,Rocío Chirinos-Maria Luisa,E. TERCER MILENIO,1996,2,Donación,Secundaria,B,1999,1
292,Historia del Perú 4º,Plácido Díaz-Narrea,E. ESCUELA NUEVA,,2,Donación,Secundaria,B,1997,2
293,Historia del Perú 4º,Juan Castillo Morales,E. BRUÑO,1993,2,Donación,Secundaria,B,1994,2
294,Historia del Perú 5º,Plácido Díaz-Manuel,E. ESCUELA NUEVA,,2,Donación,Secundaria,C,1999,1
295,Presidentes del Perú,Gustavo Pons Muzzo,E. LIMA,1987,2,Donación,Secundaria,C,1988,1
296,Grau,Raúl Estuardo Cornejo,CONCYTEC,1988,2,Donación,Secundaria,B,2008,1
297,Historia del Perú compendio y biografías,M. Achahui Ferro,E. MAFERRO,2003,2,Donación,Secundaria,B,2008,1
298,Historia del Perú 5º,Juan Castillo Morales,E. BRUÑO,1996,2,Donación,Secundaria,B,1999,3
299,Historia Universal(1-3),José Gárriz,E. OCEANO,,2,Donación,Secundaria,A,2015,9
300,Grecia Antigua,Furio Durando,FOLIO S.A.,2007,2,Donación,Secundaria,A,2014,1
301,Antigua Egipto,Alberto Siliotti,FOLIO S.A.,2007,2,Donación,Secundaria,A,2014,1
302,India Antigua,Marilia Albánese,FOLIO S.A.,2008,2,Donación,Secundaria,A,2014,2
303,Antigua China,Mauricio Scarpari,FOLIO S.A.,2008,2,Donación,Secundaria,B,2014,2
304,México Antiguo,María Longhena,FOLIO S.A.,2008,2,Donación,Secundaria,A,2014,2
305,Atlas de historia Universal contemporánea,Gonzáles-López-Parcero-Sánchez,E. LIMUSA,2005,2,Donación,Secundaria,B,2005,2
306,Historia Universal 1º,Antonio Guevara Espinoza,E. BRUÑO,,2,Donación,Secundaria,B,1997,2
307,Historia Universal 1º,Juan Castillo Morales,E. UNIVERSO,1981,2,Donación,Secundaria,B,1990,2
308,Historia Universal 2º,Antonio Guevara Espinoza,E. JALSA,1982,2,Donación,Secundaria,B,1995,2
309,Historia Universal 2º,Manuel Narrea-Daniel,E. ESCUELA NUEVA,,2,Donación,Secundaria,B,1995,1
310,Historia Universal 3º,Juan Castillo Morales,E. JALSA,,2,Donación,Secundaria,B,1999,1
311,Historia Universal 3º,Manuel Narrea-Daniel Terry,E. ESCUELA NUEVA,None,2,Donación,Secundaria,B,1998,3
312,Historia Universal 3º,Antonio Guevara Espinoza,E. LABRUSA,,2,Donación,Secundaria,C,1998,1
313,Historia Universal 4º,Manuel Narrea-Daniel Terry,E. ESCUELA NUEVA,,2,Donación,Secundaria,B,1998,2
314,Historia Universal 4º,Juan Castillo Morales,E. JALSA,1986,2,Donación,Secundaria,B,1999,2
315,Historia Universal 1º,Juan Castillo Morales,E. JALSA,1982,2,Donación,Secundaria,B,1995,2
316,Historia Universal 2º,Antonio Guevara Espinoza,E. BRUÑO,1988,2,Donación,Secundaria,B,1989,2
317,Historia Universal-Antología Histórica,William Mejía B.,E. NORMA,1987,2,Donación,Secundaria,B,2005,2
318,Historia y Geografía 1°,Juan Augusto Benavides Estrada,E. ESCUELA NUEVA,2005,2,Donación,Secundaria,B,2008,1
319,Geografía del Perú 1°,Juan Augusto Benavides Estrada,E. ESCUELA NUEVA,1995,2,Donación,Secundaria,B,1995,1
320,Historia y Geografía del Perú y del mundo 1°,Antonio Guevara Espinoza,E. GUEVARA ESPINOZA,1998,2,Donación,Secundaria,B,2008,1
321,Compendio de Geografía del Perú,Juan Augusto Benavides Estrada,E. ESCUELA NUEVA,1988,2,Donación,Secundaria,B,1998,3
322,Geografía 2°,Julio Villanueva Sotomayor,E. BRUÑO,1994,2,Donación,Secundaria,B,1994,3
323,Geografía 1°,Julio Villanueva Sotomayor,E. BRUÑO,1994,2,Donación,Secundaria,B,1994,2
324,Geografía 2°,Juan Augusto Benavides Estrada,E. ESCUELA NUEVA,1992,2,Donación,Secundaria,B,1999,2
325,Historia y Geografía 1°,Juan Augusto Renavides Estrada,E. ESCUELA NUEVA,1985,2,Donación,Secundaria,B,1997,1
326,Geografía del  Perú y el Mundo 3º,Juan Augusto Renavides Estrada,E. ESCUELA NUEVA,1985,2,Donación,Secundaria,C,1988,1
327,Geografía de America y del Mundo 2º,Juan Augusto Renavides Estrada(aqui),E. ESCUELA NUEVA,1994,2,Donación,Secundaria,B,1995,1
328,Geografía General 3º,Julio Villanueva Sotomayor,E. BRUÑO,1994,2,Donación,Secundaria,B,1994,4
329,Geografía del Perú y del Mundo  5º,Julio Villanueva Sotomayor,E. BRUÑO,1996,2,Donación,Secundaria,B,1999,1
330,Geografía e Historia 4,Roció Chirinos Montalveti,TERCER MILENIO,,2,Donación,Secundaria,B,2008,1
331,Geografía 5°,Fausto Morillo Acuña,E. DISMOR,1994,2,Donación,Secundaria,B,1994,2
332,Historia y Geografía 1°,Julio Villanueva Sotomayor,E. BRUÑO,1996,2,Donación,Secundaria,B,1999,1
333,La Institucionalización de las Provincias,Américo Albarrán Melgarejo,E. LA LIBERTAD,1993,2,Donación,Secundaria,B,2008,1
334,Geografía del Perú 1°,Julio Villanueva Sotomayor,E. IBERIA,,2,Donación,Secundaria,B,1995,1
335,Geografía 5°,Bertha Exebio-Nilda,E. FUTURO,1996,2,Donación,Secundaria,B,1999,1
336,National Geographic  Índice de Toponimos,John M. Fahey,PRINTED IN SPAIN,2010,2,Donación,Secundaria,B,2015,3
337,National Geographic  Geographica,John M. Fahey,PRINTED  IN SPAIN,2010,2,Donación,Secundaria,B,2015,3
338,National Geographic La Tierra y el Universo,John M. Fahey,PRINTED IN SPAIN,2010,2,Donación,Secundaria,B,2015,2
339,National Geographic España,John M. Fahey,PRINTED IN SPAIN,2010,2,Donación,Secundaria,B,2015,2
340,National Geographic Oceanía Polos y Océanos,John M. Fahey,PRINTED IN SPAIN,2010,2,Donación,Secundaria,B,2015,2
341,National  Geographic América del Sur,John M. Fahey,ARINTED IN SAAIN,2010,2,Donación,Secundaria,B,2015,2
342,National Geogarphic América del Norte Central,John M. Fahey,PRINTED IN SPAIN,2010,2,Donación,Secundaria,B,2015,2
343,National Geogarphic  África II,John M. Fahey,PRINTED  IN SPAIN,2010,2,Donación,Secundaria,B,2015,2
344,National Geographic África I,John M. Fahey,PRINTED IN SPAIN,2010,2,Donación,Secundaria,B,2015,2
345,National Geographic Asia II,John M. Fahey,PRINTED IN SPAIN,2010,2,Donación,Secundaria,B,2015,2
346,National Geographic Asia I,John M. Fahey,PRINTED IN SPAIN,2010,2,Donación,Secundaria,B,2015,2
347,National Geographic Europa III,John M. Fahey,ARINTED IN SAAIN,2010,2,Donación,Secundaria,B,2015,2
348,National Geographic Europa II,John M. Fahey,PRINTED IN SPAIN,2010,2,Donación,Secundaria,B,2015,2
349,National Geographic Europa I,John M. Fahey,PRINTED  IN SPAIN,2010,2,Donación,Secundaria,B,2015,2
350,Atlas Mundial,Alfonso Chirre Osorio,E. CHIRRE S.A,2012,2,Donación,Secundaria,B,2019,1
351,Atlas National Geographic América II,John M. Fahey,PRINTED SPAIN,2005,2,Donación,Secundaria,B,2006,1
352,Atlas Geográfico Físico y Político del Perú,Carlos Peñaherrera del Aguila,E. ORBIS VENTURES,2005,2,Donación,Secundaria,B,2005,2
353,Atlas Geográfico Físico y Político del Perú,Corporación Grafica Navarrete,E. NAVARRETE,1994,2,Donación,Secundaria,B,2005,2
354,Atlas Geográfico del Mundo,Corporación Grafica Navarrete,E. NAVARRETE,2006,2,Donación,Secundaria,B,2007,1
355,Gran Atlas Universal del Perú,Luis Navarrete Lechuga,E. NAVARRETE,1994,2,Donación,Secundaria,B,1994,1
356,Atlas del Perú y del Mundo,Departamento de Investigación Santillana,E. SANTILLANA,2007,2,Donación,Secundaria,B,1988,3
357,Atlas Universal de América y Europa,Editores Maferro,E. MAFERRO,2007,2,Donación,Secundaria,B,2014,1
358,"Atlas Universal de Asia, África y Oceanía",Editores Maferro,E. MAFERRO,2007,2,Donación,Secundaria,B,2014,1
359,Geografía del Perú y el Mundo 3º,Juan Augusto Renavides Estrada,E. ESCUELA NUEVA,1996,2,Donación,Secundaria,B,1999,1
360,Atlas del Perú Tomo(1-14),Bernardo Roca Rey Miró Quesada,EL COMERCIO,2013,2,Donación,Secundaria,B,2015,42
361,La biblia de las ciencias naturales,Sacramento Nieto,E. LEXUS,2005,3,Donación,Secundaria,B,,12
362,Enciclopedia Didáctica de Ciencias Naturales,José Gartiz,E. OCEANO,,3,Donación,Secundaria,B,2001,3
363,Ciencia,Adam Hart-Davis,E. DK,2009,3,Donación,Secundaria,A,2015,3
364,Nueva Enciclopedia de la Ciencia y Técnica(1-12),Amelia Alas Martín,E. SARPE,1982,3,Donación,Secundaria,B,1988,12
365,Ecología y Desarrollo sustentable,Jorge S. Guzmán,E. YACHAY,1994,3,Donación,Secundaria,B,1994,3
366,Tecnología 9,Eduardo M. Fernández-Ricardo-Jorge,E. SANTILLANA,2005,3,Donación,Secundaria,B,2005,2
367,Ecorregiones y ecosistemas del Perú,Antonio Brack Egg,E. BRUÑO,2004,3,Donación,Secundaria,B,2005,2
368,Ecologia y Medio Ambiente del Perú,Zaida Olinda Pumacayo-Manuel Alejandro,E. NOCEDAL,2005,3,Donación,Secundaria,A,2005,2
369,Tecnología 3°,Manuel Armada Simones,E. SANTILLANA,2005,3,Donación,Secundaria,B,2005,2
370,Atlas del cuerpo humano,Jordi Vigue,E. V&D,2013,3,Donación,Secundaria,B,2015,11
371,Ciencia Tecnolofia y Ambiente-Calentamiento global,Claudia Ghezzim,EL COMERCIO,2007,3,Donación,Secundaria,B,,1
372,Ciencia Tecnolofia y Ambiente-Biodiversidad,Glaudia Ghezzim,EL COMERCIO,2007,3,Donación,Secundaria,B,,1
373,Ciencia Tecnolofia y Ambiente-Desarrollo sostenible,Glaudia Ghezzim,EL COMERCIO,2007,3,Donación,Secundaria,B,,1
374,Ciencia Tecnolofia y Ambiente-Biotecnología,Glaudia Ghezzim,EL COMERCIO,2007,3,Donación,Secundaria,B,,1
375,Ciencia Tecnolofia y Ambiente-Ecosistemas,Glaudia Ghezzim,EL COMERCIO,2007,3,JEC,Secundaria,B,,1
376,Ciencia Tecnolofia y Ambiente-Informática comunicaciones,Glaudia Ghezzim,EL COMERCIO,2007,3,JEC,Secundaria,B,,1
377,Ciencia Tecnolofia y Ambiente-Física Moderna,Glaudia Ghezzim,EL COMERCIO,2007,3,JEC,Secundaria,B,,1
378,Ciencia Tecnolofia y Ambiente-Fuentes de energía,Glaudia Ghezzim,EL COMERCIO,2007,3,JEC,Secundaria,B,,1
379,Atlas de Anatomía humana,Frederich H. Martini,E. PEARSON,2004,3,Donación,Secundaria,B,2005,2
380,Atlas escolar de botánica,,E. MAFERRO,2004,3,Donación,Secundaria,B,2005,1
381,Ciencias para el mundo contemporáneo,María Gonzales Moreno-Aida Agea,PEARSON,2013,3,Donación,Secundaria,B,2015,12
382,Ciencia Tecnolofia y Ambiente 3°,Cárdenas-Gélvez-Nieto-Erazo,MC GRAW HILL,2005,3,Donación,Secundaria,B,,1
383,Ciencias Naturales 1º,Oscar Díaz Alva-Maria Luisa,E. EDIMASO,1996,3,Donación,Secundaria,B,1999,4
384,Ciencias Naturales 2°,Oscar Díaz Alva,E. DIMASO,1996,3,Donación,Secundaria,B,1999,1
385,Ciencia Tecnología y Ambiente 2°,Rosa María de los Heros,E. SANTILLANA,2008,3,Donación,Secundaria,B,,1
386,"Ciencia, Tecnología y Ambiente 2°",Humberto Mayor Mandujano,E. PRISMA,2004,3,Donación,Secundaria,B,1994,1
387,Ciencias Naturales y Ecología 1º,Miguel T. Lévano Rivera,E. ESCUELA NUEVA,1995,3,Donación,Secundaria,B,1999,1
388,Ciencias Naturales 2º,Humberto Mayor Mandujano,E. NUEVO MUNDO,1996,3,Donación,Secundaria,B,1999,3
389,Ciencias Naturales 1º,Humberto Mayor Mandujano,E. NUEVO MUNDO,1993,3,Donación,Secundaria,B,1994,1
390,Flora invasora de los cultivos,Abundio Sagastegui Alva-Segundo Leiva,CONCYTEC,1993,3,Donación,Secundaria,B,2010,1
391,Anatomía fisiológica higiene 3°,Juan Tauro del Pino,COLEGIO MILITAR LEONCIO PRADO,1968,3,Donación,Secundaria,B,1984,1
392,Ciencias Naturales 4 para 5°,Humberto Mayor Mandujano,E. UNIVERSO,,3,Donación,Secundaria,B,1995,1
393,Ciencias Naturales 4ª,Alejandro Sara Lafosse,COLEGIO MILITAR LEONCIO PRADO,1977,3,Donación,Secundaria,B,1988,1
394,La Botánica en Experimentos,José Antonio Arroyo,E. ALTEA,1977,3,Donación,Secundaria,B,1988,2
395,La saga de la vicuña,Wilfredo Pérez Ruiz,CONCYTEC,1994,3,Donación,Secundaria,B,2008,1
396,Ciencias de la Tierra-Geología,María Luisa Aguilar Hurtado,E. NOCEDAL,2005,3,Donación,Secundaria,A,2005,2
397,Ciencia Tecnología y Ambiente 3°,Rosa María de los Heros,E. SANTILLANA,2008,3,Donación,Secundaria,B,,1
398,Construyo objetos prácticos de metal,Willis Rommel,E. ALTEA,1977,3,Donación,Secundaria,B,1988,1
399,Ciencias Naturales 1°,Carlos Emilio Vásquez Urday,E. PRISMA,,3,Donación,Secundaria,B,1999,1
400,Ciencias Naturales 2°,Miguel Lévano Barrera,E. ESCUELA NUEVA,1996,3,Donación,Secundaria,B,1999,1
401,Atlas Ilustrado de Anatomía,Alfonso Chirre Osorio,E. CHIRRE S.A,2009,3,Compra,Secundaria,B,2014,1
402,Ciencias Naturales 2°,Ena Vizcarra De Moscoso-Aida Madueño,E. OMEGA,,3,Donación,Secundaria,B,1997,1
403,Frutales y Cítricos,Maria Del Carmen Pinzon,ENLACE CULTURAL,2004,3,Donación,Secundaria,B,2005,2
404,Plantas Medicinales,Janet Espinoza-Zaida Pumacayo,E. NOCEDAL,2005,3,Donación,Secundaria,B,2005,1
405,Perú: Diez mil Años de Domesticación,Antonio Brack Egg,E. BRUÑO,2003,3,Donación,Secundaria,B,2005,2
406,Educación y Medio Ambiente,Patricia Altamirano Delgado,E. LUMEN,1994,3,Donación,Secundaria,B,1994,1
407,Atlas anatomía humana,Luis Achahui Loaiza,E. MAFERRO,2004,3,Donación,Secundaria,B,2005,1
408,Apuntes de Anatomía,Luis Borras,E. NORMA,2011,3,Donación,Secundaria,B,2014,1
409,Espacio de vida,Silvia Moreno Reátegui-Manuel Reynaldo,Ministerio de Educación,2018,3,Donación,Secundaria,B,2018,1
410,Manejo de residuos sólidos,Manuel Reynaldo Garcia Pacheco,Ministerio de Educacion,2018,3,Donación,Secundaria,B,2018,1
411,Ciencia Ambiental,Armando Vicente Arana Castillo,Ministerio de Educación,2018,3,Donación,Secundaria,B,2018,1
412,Atlas ilustrado del Cielo,Isabel Ortiz,E. V&D,2013,3,Donación,Secundaria,B,2015,12
413,Atlas Escolar el Universo y la Tierra,Editores Maferro,E. MAFERRO,2007,3,Donación,Secundaria,B,2014,1
414,El Mundo de la Biología (1-4),,E. OCEANO,1986,6,Compra,Secundaria,B,1988,4
415,Biología moderna,César Ruiz de Somorcucio,E. BRUÑO,2005,6,Donación,Secundaria,B,2005,2
416,Biología 4°,Oscar Díaz Alva-Maria Luisa,E. DIMASO,1996,6,Donación,Secundaria,B,1999,1
417,Biología,Sergio Sanchez Ortiz,E. BRASA,1996,6,Donación,Secundaria,B,1999,4
418,Biología 4°,Humberto Mayor Mandujano-Rosario Mayor,E. NUEVO MUNDO,1996,6,Donación,Secundaria,B,1999,1
419,Apuntes de Biología,Luis Berras,E. NORMA,2011,6,Compra,Secundaria,B,2014,1
420,Compendio de biología,Luz Valcárcel,E. EMI,1984,6,Donación,Secundaria,C,1995,1
421,Biología 4º,Miguel T. Lévano Rivera,E. ESCUELA NUEVA,1994,6,Donación,Secundaria,B,1997,1
422,Biología,Claude A. Villee,E. INTERAMERICANA,1997,6,Donación,Secundaria,B,1999,1
423,Biología Recreativa,Ethel Hanauer,E. ALTEA,1977,6,Donación,Secundaria,B,1988,2
424,Atlas Escolar de Zoología,Editores Maferro,E. MAFERRO,2004,6,Donación,Secundaria,B,2005,1
425,Pre cálculo,James Stewart-Lothar-Saleem,CENGAGE,2012,4,Donación,Secundaria,B,2015,3
426,Razones Para Enseñar Geometría,Ana María Bressan-Beatriz-Karina,E. NOVEDADES EDUCATIVAS,2000,4,Donación,Secundaria,B,2015,3
427,Juegos y Problemas para construir ideas matemáticas,Stella Ricotti,E. NOVEDADES EDUCATIVAS,2005,4,Donación,Secundaria,B,2015,3
428,Aritmética,Aurelio Baldor,E. PATRIA,2008,4,Compra,Secundaria,B,2010,11
429,Aritmética Mercantil Tomo 1,Pablo Apaza,SERVI GRAPH,1983,4,Donación,Secundaria,B,1984,2
430,Matemática 1º,Rubén Romero M,E. MAGISTERIO,1995,4,Donación,Secundaria,B,1997,1
431,Matemática 2º,Máximo de la Cruz Solórzano,E. LUREN,,4,Donación,Secundaria,B,2008,1
432,Matemática 1º,Felipe Sebastiani,E. ESCUELA NUEVA,,4,Donación,Secundaria,B,1998,3
433,Matemática 1º,Gustavo Rojas Gasco,E. AMBERS,1996,4,Donación,Secundaria,B,1999,3
434,Matemática 1º,Flavio Vega Villanueva,E. PRISMA,1996,4,Donación,Secundaria,B,1999,1
435,Matemática 1º,Placentino C. Camilo Rodríguez,E. ESCUELA NUEVA,,4,Donación,Secundaria,B,1998,3
436,Matemática 2º,Gustavo Rojas Gasco,E. AMBERS,1996,4,Donación,Secundaria,B,1996,2
437,Ábaco 2-Matemática,Rolando Andrade,E .SANTILLANA,1994,4,Donación,Secundaria,B,1994,3
438,Matemática 2º,Abraham Zapana,E. UNIVERSO,1996,4,Donación,Secundaria,B,1999,1
439,Matemática 3º,Gustavo Rojas Gasco,E. AMBERS,1996,4,Donación,Secundaria,B,1999,3
440,Matemática 3º,Abraham Zapata,E. UNIVERSO,1996,4,Donación,Secundaria,C,1999,2
441,Matemática 3º,Máximo de la Cruz Solórzano,E. BRASA,,4,Donación,Secundaria,B,1988,2
442,Matemática 3º,Virgilio Gutiérrez M,E. OMEGA,,4,Donación,Secundaria,B,1997,1
443,Matemática 4º,Flavio Vega Villanueva,E. PRISMA,1996,4,Donación,Secundaria,B,1999,2
444,Matemática 4º,Flavio Vega Villanueva,COLEGIO MILITAR LEONCIO PRADO,,4,Donación,Secundaria,B,1995,1
445,Matemática 4º,Rubén Romero M,E. BRASA,1996,4,Donación,Secundaria,B,1999,2
446,Matemática 5º,Alicia Veiga,E. SANTILLANA,,4,Donación,Secundaria,B,2011,1
447,Símbolos 5°,Alicia Veiga,E. SANTILLANA,,4,Donación,Secundaria,B,2008,1
448,Matemática 5º,Gustavo Rojas Gasco,AMBERS,1996,4,Donación,Secundaria,B,1999,2
449,Matemática 5º,Rubén Romero M,E. BRASA,1996,4,Donación,Secundaria,B,1999,2
450,Matemática 5º,Virgilio Gutiérrez M,E. OMEGA,,4,Donación,Secundaria,C,1997,1
451,Aritmética,Aurelio Baldor,E. CULTURAL,1983,4,Compra,Secundaria,B,1998,1
452,Aritmética,Aurelio Baldor,E. PATRIA,2010,4,Compra,Secundaria,B,2010,1
453,Álgebra,J.A. Baldor,E. CULTURAL,1996,4,Compra,Secundaria,B,1998,1
454,Aritmética curso elemntal,G.M.Bruño,E. BRUÑO,,4,Compra,Secundaria,B,1999,1
455,Matrix algebra for the biological science,Wilfrid J. Dixon,Wiley,,4,Donación,Secundaria,B,1999,1
456,Matemática 2º,Virgilio Gutiérrez M,E. OMEGA,,4,Donación,Secundaria,B,1997,1
457,Matemática 1º,Virgilio Gutierrez,E. OMEGA,1994,4,Donación,Secundaria,B,1994,4
458,Matemática 2,Luis Mamani-Eliaz Galvez,E. BASICAS,1980,4,Donación,Secundaria,B,1989,1
459,Matemática 3º,Gustavo Rojas Gasco,E. AMBERS,1994,4,Donación,Secundaria,B,1994,3
460,Matemática 4º,Virgilio Gutiérrez M,E. OMEGA,1994,4,Donación,Secundaria,B,1994,6
461,Matemática 5º,Gustavo Rojas Gasco,E. AMBERS,1994,4,Donación,Secundaria,B,1994,4
462,Apuntes de Matemáticas,Luis Borras,E. NORMA,2011,4,Donación,Secundaria,B,2014,1
463,Geometría y Trigonometría,J.A. Baldor,E. CULTURAL,2008,4,Compra,Secundaria,B,2010,10
464,Geometría Y Trigonometria,J.A. Baldor,E. CULTURAL,1983,4,Donación,Secundaria,B,1998,1
465,Álgebra,J.A. Baldor,E. PATRIA,1983,4,Compra,Secundaria,C,2009,1
466,Matemática Básica 1,R. Figueroa  G,E. AMERICA,1998,4,Donación,Secundaria,B,1999,1
467,Tablas Matemáticas,Allen-Baldor,e. MINERVA,1974,4,Donación,Secundaria,C,1999,1
468,Historia de la Matemática,Felipe Eduardo Doroteo Petit,E. NOCEDAL,2005,4,Donación,Secundaria,A,2005,1
469,Modelos Matemáticos para todos los niveles,Simon Mochón,E. IBEROAMERICA,2005,4,Donación,Secundaria,B,2005,1
470,Aptitud Matemática 5°,Alfonso Rojas Puémape,E. SKANNERS,2004,4,Donación,Secundaria,B,2011,1
471,El Mentor de las matemáticas,Arthur Klein,E. OCEANO,2004,4,Donación,Secundaria,B,2015,12
472,El Mundo de las matemáticas(1-4),Carlos Gispert,E. OCEANO,1988,4,Compra,Secundaria,B,1988,4
473,Cuentos de matemáticas,Juan Carlos Hervás,E. TITANIUM,2004,4,Donación,Secundaria,A,2015,12
474,Tablas de matemáticas,Humberto Mayor Mandujano,E. ESCUELA NUEVA,,4,Donación,Secundaria,B,1997,1
475,1200 problemas resueltos de matemática,Ruben Romero Mendez,E. UNIVERSO,,4,Donación,Secundaria,B,1988,1
476,La Enseñanza de la Matemática,Daniel Gil Pérez,E. POPULAR,2005,4,Donación,Secundaria,B,2005,1
477,Las Matemáticas en la Vida Cotidiana,Joseph Malkevitch,E. ADDISON WESLEY,1998,4,Donación,Secundaria,B,2005,1
478,La Biblia de Física y la Química,Sacramento Nieto,LEXUS,2003,5,Donación,Secundaria,B,2015,12
479,El Mundo de la Física(1-2),Jaime Rovira,E. OCEANO,1988,5,Compra,Secundaria,B,None,2
480,Teoría del Movimiento,Kurt Meinel-Jurgen,E. STADIUM,2013,5,Donación,Secundaria,B,2015,3
481,Física Conceptual,Paul  G. Hewitt,E. PEARSON,2007,5,Donación,Secundaria,B,2015,3
482,Terra Física,Rosa María de los Heras,E. SANTILLANA,2005,5,Donación,Secundaria,B,2011,3
483,Física 5°,José Chunga Yaya,E. UNIVERSO,1994,5,Compra,Secundaria,B,1994,3
484,Física 5°,José Chunga Yaya,E. MAGISTERIO,1996,5,Donación,Secundaria,B,1999,1
485,Proyectos de Física y Química,Cesar Ruiz de Somocurcio,E. SANTILLANA,1999,5,Donación,Secundaria,B,2004,1
486,Física 5°,Ena Vizcarra De Moscoso-Aida,E. OMEGA,,5,Donación,Secundaria,B,1997,1
487,Física 4°,Juan Tauro del Pino-Segundo,COLEGIO MILITAR LEONCIO PRADO,1970,5,Donación,Secundaria,B,1988,1
488,Física 5°,Humberto Mayor Mandujano,E. ESCUELA NUEVA,1982,5,Donación,Secundaria,B,1995,1
489,Física 5°,Mario Zapata Brillante,E. ESCUELA NUEVA,1996,5,Donación,Secundaria,B,1999,1
490,Física 5°,Carlos Emilio Vásquez Urday,E. PRISMA,1996,5,Donación,Secundaria,B,1999,1
